item_id,start_title,Nombre de la capa,Resumen,Etiquetas,Descripción,Términos de uso,Créditos
278f9d34e0cf4dc59323d7124d86516c,"Lámina 1. Barrio de las Descalzas Reales (Plano de la Villa y Corte de Madrid, 1800)","Lámina 1. Barrio de las Descalzas Reales (Plano de la Villa y Corte de Madrid, 1800)","Georreferenciación del ""Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas […]"" publicado en 1800 (lámina 1). Fondos de la Biblioteca Nacional de España",Madrid; siglo XIX; cartografía histórica; WMTS; HGIS,"Servicio de mapa teselado de las 64 ilustraciones que componen la obra de Fausto Martínez de la Torre y Joseph Asensio Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas, que demuestran otros tantos barrios en que está dividida, con los nombres de todas sus plazuelas y calles, números de las manzanas, y casas que comprehenden cada uno, con otras curiosidades útiles á los naturales y forasteros, Madrid, 1800, Imprenta de Don Joseph Doblado.
Cada lámina representa las manzanas que componen el barrio correspondiente, señalando el número de cada una de ellas en grande. Las cifras de menor tamaño indican la numeración de las casas existentes en cada una de las manzanas.
La publicación incluye la descripción y limitación de cada barrio y cuartel, el callejero con el nombre de las calles, plazas y plazuelas, y una relación de edificios y lugares de interés de distinta naturaleza (parroquias, anexos, conventos, iglesias, ermitas, colegios, hospitales, consejos, establecimientos, etc.)

Acceso libre a la obra completa digitalizada (BNE): https://bdh-rd.bne.es/viewer.vm?id=0000001444","<a href=""https://creativecommons.org/licenses/by-sa/4.0/""><img alt=""Creative Commons License"" src=""https://i.creativecommons.org/l/by-sa/4.0/88x31.png"" style=""border-width:0;"" /></a><br />Este recurso está sujeto a <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">una licencia Creative Commons Atribución/Reconocimiento-CompartirIgual 4.0 Internacional</a>.","Autoría: Servicio WMTS creado por Álvaro Molina y Greta C. Vega en el marco del proyecto I+D+i CARCEM (PID2020-113380GB-I00 / AEI / 10.13039/501100011033).
Fuente de la imagen: fondos de la Biblioteca Nacional de España
Tecnología empleada: ArcGIS Pro (Esri)"
6deb0925eb2b45dda6b56b547cf5c075,02_Plano Villa y Corte Madrid 1800_Barrio de los Ángeles_jpg,"Lámina 2. Barrio de los Ángeles (Plano de la Villa y Corte de Madrid, 1800)","Georreferenciación del ""Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas […]"" publicado en 1800 (lámina 2). Fondos de la Biblioteca Nacional de España",Madrid; siglo XIX; cartografía histórica; WMTS; HGIS,"Servicio de mapa teselado de las 64 ilustraciones que componen la obra de Fausto Martínez de la Torre y Joseph Asensio Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas, que demuestran otros tantos barrios en que está dividida, con los nombres de todas sus plazuelas y calles, números de las manzanas, y casas que comprehenden cada uno, con otras curiosidades útiles á los naturales y forasteros, Madrid, 1800, Imprenta de Don Joseph Doblado.
Cada lámina representa las manzanas que componen el barrio correspondiente, señalando el número de cada una de ellas en grande. Las cifras de menor tamaño indican la numeración de las casas existentes en cada una de las manzanas.
La publicación incluye la descripción y limitación de cada barrio y cuartel, el callejero con el nombre de las calles, plazas y plazuelas, y una relación de edificios y lugares de interés de distinta naturaleza (parroquias, anexos, conventos, iglesias, ermitas, colegios, hospitales, consejos, establecimientos, etc.)

Acceso libre a la obra completa digitalizada (BNE): https://bdh-rd.bne.es/viewer.vm?id=0000001444","<a href=""https://creativecommons.org/licenses/by-sa/4.0/""><img alt=""Creative Commons License"" src=""https://i.creativecommons.org/l/by-sa/4.0/88x31.png"" style=""border-width:0;"" /></a><br />Este recurso está sujeto a <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">una licencia Creative Commons Atribución/Reconocimiento-CompartirIgual 4.0 Internacional</a>.","Autoría: Servicio WMTS creado por Álvaro Molina y Greta C. Vega en el marco del proyecto I+D+i CARCEM (PID2020-113380GB-I00 / AEI / 10.13039/501100011033).
Fuente de la imagen: fondos de la Biblioteca Nacional de España
Tecnología empleada: ArcGIS Pro (Esri)"
cdc49bade49c411fb20c4c868cf05854,03_Plano Villa y Corte Madrid 1800_Barrio de San Ginés_jpg,"Lámina 3. Barrio San Gines (Plano de la Villa y Corte de Madrid, 1800)","Georreferenciación del ""Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas […]"" publicado en 1800 (lámina 3). Fondos de la Biblioteca Nacional de España",Madrid; siglo XIX; cartografía histórica; WMTS; HGIS,"Servicio de mapa teselado de las 64 ilustraciones que componen la obra de Fausto Martínez de la Torre y Joseph Asensio Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas, que demuestran otros tantos barrios en que está dividida, con los nombres de todas sus plazuelas y calles, números de las manzanas, y casas que comprehenden cada uno, con otras curiosidades útiles á los naturales y forasteros, Madrid, 1800, Imprenta de Don Joseph Doblado.
Cada lámina representa las manzanas que componen el barrio correspondiente, señalando el número de cada una de ellas en grande. Las cifras de menor tamaño indican la numeración de las casas existentes en cada una de las manzanas.
La publicación incluye la descripción y limitación de cada barrio y cuartel, el callejero con el nombre de las calles, plazas y plazuelas, y una relación de edificios y lugares de interés de distinta naturaleza (parroquias, anexos, conventos, iglesias, ermitas, colegios, hospitales, consejos, establecimientos, etc.)

Acceso libre a la obra completa digitalizada (BNE): https://bdh-rd.bne.es/viewer.vm?id=0000001444","<a href=""https://creativecommons.org/licenses/by-sa/4.0/""><img alt=""Creative Commons License"" src=""https://i.creativecommons.org/l/by-sa/4.0/88x31.png"" style=""border-width:0;"" /></a><br />Este recurso está sujeto a <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">una licencia Creative Commons Atribución/Reconocimiento-CompartirIgual 4.0 Internacional</a>.","Autoría: Servicio WMTS creado por Álvaro Molina y Greta C. Vega en el marco del proyecto I+D+i CARCEM (PID2020-113380GB-I00 / AEI / 10.13039/501100011033).
Fuente de la imagen: fondos de la Biblioteca Nacional de España
Tecnología empleada: ArcGIS Pro (Esri)"
6dae84247bd644b7a62f2005012b9c61,04_Plano Villa y Corte Madrid 1800_Barrio de Santiago_jpg,"Lámina 4. Barrio de Santiago (Plano de la Villa y Corte de Madrid, 1800)","Georreferenciación del ""Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas […]"" publicado en 1800 (lámina 4). Fondos de la Biblioteca Nacional de España",Madrid; siglo XIX; cartografía histórica; WMTS; HGIS,"Servicio de mapa teselado de las 64 ilustraciones que componen la obra de Fausto Martínez de la Torre y Joseph Asensio Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas, que demuestran otros tantos barrios en que está dividida, con los nombres de todas sus plazuelas y calles, números de las manzanas, y casas que comprehenden cada uno, con otras curiosidades útiles á los naturales y forasteros, Madrid, 1800, Imprenta de Don Joseph Doblado.
Cada lámina representa las manzanas que componen el barrio correspondiente, señalando el número de cada una de ellas en grande. Las cifras de menor tamaño indican la numeración de las casas existentes en cada una de las manzanas.
La publicación incluye la descripción y limitación de cada barrio y cuartel, el callejero con el nombre de las calles, plazas y plazuelas, y una relación de edificios y lugares de interés de distinta naturaleza (parroquias, anexos, conventos, iglesias, ermitas, colegios, hospitales, consejos, establecimientos, etc.)

Acceso libre a la obra completa digitalizada (BNE): https://bdh-rd.bne.es/viewer.vm?id=0000001444","<a href=""https://creativecommons.org/licenses/by-sa/4.0/""><img alt=""Creative Commons License"" src=""https://i.creativecommons.org/l/by-sa/4.0/88x31.png"" style=""border-width:0;"" /></a><br />Este recurso está sujeto a <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">una licencia Creative Commons Atribución/Reconocimiento-CompartirIgual 4.0 Internacional</a>.","Autoría: Servicio WMTS creado por Álvaro Molina y Greta C. Vega en el marco del proyecto I+D+i CARCEM (PID2020-113380GB-I00 / AEI / 10.13039/501100011033).
Fuente de la imagen: fondos de la Biblioteca Nacional de España
Tecnología empleada: ArcGIS Pro (Esri)"
3f78cf21f8704357bc1f583328061f4e,05_Plano Villa y Corte Madrid 1800_Barrio de la Panaderia_jpg,"Lámina 5. Barrio de la Panadería (Plano de la Villa y Corte de Madrid, 1800)","Georreferenciación del ""Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas […]"" publicado en 1800 (lámina 5). Fondos de la Biblioteca Nacional de España",Madrid; siglo XIX; cartografía histórica; WMTS; HGIS,"Servicio de mapa teselado de las 64 ilustraciones que componen la obra de Fausto Martínez de la Torre y Joseph Asensio Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas, que demuestran otros tantos barrios en que está dividida, con los nombres de todas sus plazuelas y calles, números de las manzanas, y casas que comprehenden cada uno, con otras curiosidades útiles á los naturales y forasteros, Madrid, 1800, Imprenta de Don Joseph Doblado.
Cada lámina representa las manzanas que componen el barrio correspondiente, señalando el número de cada una de ellas en grande. Las cifras de menor tamaño indican la numeración de las casas existentes en cada una de las manzanas.
La publicación incluye la descripción y limitación de cada barrio y cuartel, el callejero con el nombre de las calles, plazas y plazuelas, y una relación de edificios y lugares de interés de distinta naturaleza (parroquias, anexos, conventos, iglesias, ermitas, colegios, hospitales, consejos, establecimientos, etc.)

Acceso libre a la obra completa digitalizada (BNE): https://bdh-rd.bne.es/viewer.vm?id=0000001444","<a href=""https://creativecommons.org/licenses/by-sa/4.0/""><img alt=""Creative Commons License"" src=""https://i.creativecommons.org/l/by-sa/4.0/88x31.png"" style=""border-width:0;"" /></a><br />Este recurso está sujeto a <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">una licencia Creative Commons Atribución/Reconocimiento-CompartirIgual 4.0 Internacional</a>.","Autoría: Servicio WMTS creado por Álvaro Molina y Greta C. Vega en el marco del proyecto I+D+i CARCEM (PID2020-113380GB-I00 / AEI / 10.13039/501100011033).
Fuente de la imagen: fondos de la Biblioteca Nacional de España
Tecnología empleada: ArcGIS Pro (Esri)"
e6aa3c01559f47009f241444bf804a34,06_Plano Villa y Corte Madrid 1800_Barrio de Santa Cruz_jpg,"Lámina 6. Barrio de Santa Cruz (Plano de la Villa y Corte de Madrid, 1800)","Georreferenciación del ""Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas […]"" publicado en 1800 (lámina 6). Fondos de la Biblioteca Nacional de España",Madrid; siglo XIX; cartografía histórica; WMTS; HGIS,"Servicio de mapa teselado de las 64 ilustraciones que componen la obra de Fausto Martínez de la Torre y Joseph Asensio Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas, que demuestran otros tantos barrios en que está dividida, con los nombres de todas sus plazuelas y calles, números de las manzanas, y casas que comprehenden cada uno, con otras curiosidades útiles á los naturales y forasteros, Madrid, 1800, Imprenta de Don Joseph Doblado.
Cada lámina representa las manzanas que componen el barrio correspondiente, señalando el número de cada una de ellas en grande. Las cifras de menor tamaño indican la numeración de las casas existentes en cada una de las manzanas.
La publicación incluye la descripción y limitación de cada barrio y cuartel, el callejero con el nombre de las calles, plazas y plazuelas, y una relación de edificios y lugares de interés de distinta naturaleza (parroquias, anexos, conventos, iglesias, ermitas, colegios, hospitales, consejos, establecimientos, etc.)

Acceso libre a la obra completa digitalizada (BNE): https://bdh-rd.bne.es/viewer.vm?id=0000001444","<a href=""https://creativecommons.org/licenses/by-sa/4.0/""><img alt=""Creative Commons License"" src=""https://i.creativecommons.org/l/by-sa/4.0/88x31.png"" style=""border-width:0;"" /></a><br />Este recurso está sujeto a <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">una licencia Creative Commons Atribución/Reconocimiento-CompartirIgual 4.0 Internacional</a>.","Autoría: Servicio WMTS creado por Álvaro Molina y Greta C. Vega en el marco del proyecto I+D+i CARCEM (PID2020-113380GB-I00 / AEI / 10.13039/501100011033).
Fuente de la imagen: fondos de la Biblioteca Nacional de España
Tecnología empleada: ArcGIS Pro (Esri)"
0360d2b7c10b4b26910ac072b570b205,07_Plano Villa y Corte Madrid 1800_Barrio de San Justo_jpg,"Lámina 7. Barrio de San Justo (Plano de la Villa y Corte de Madrid, 1800)","Georreferenciación del ""Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas […]"" publicado en 1800 (lámina 7). Fondos de la Biblioteca Nacional de España",Madrid; siglo XIX; cartografía histórica; WMTS; HGIS,"Servicio de mapa teselado de las 64 ilustraciones que componen la obra de Fausto Martínez de la Torre y Joseph Asensio Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas, que demuestran otros tantos barrios en que está dividida, con los nombres de todas sus plazuelas y calles, números de las manzanas, y casas que comprehenden cada uno, con otras curiosidades útiles á los naturales y forasteros, Madrid, 1800, Imprenta de Don Joseph Doblado.
Cada lámina representa las manzanas que componen el barrio correspondiente, señalando el número de cada una de ellas en grande. Las cifras de menor tamaño indican la numeración de las casas existentes en cada una de las manzanas.
La publicación incluye la descripción y limitación de cada barrio y cuartel, el callejero con el nombre de las calles, plazas y plazuelas, y una relación de edificios y lugares de interés de distinta naturaleza (parroquias, anexos, conventos, iglesias, ermitas, colegios, hospitales, consejos, establecimientos, etc.)

Acceso libre a la obra completa digitalizada (BNE): https://bdh-rd.bne.es/viewer.vm?id=0000001444","<a href=""https://creativecommons.org/licenses/by-sa/4.0/""><img alt=""Creative Commons License"" src=""https://i.creativecommons.org/l/by-sa/4.0/88x31.png"" style=""border-width:0;"" /></a><br />Este recurso está sujeto a <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">una licencia Creative Commons Atribución/Reconocimiento-CompartirIgual 4.0 Internacional</a>.","Autoría: Servicio WMTS creado por Álvaro Molina y Greta C. Vega en el marco del proyecto I+D+i CARCEM (PID2020-113380GB-I00 / AEI / 10.13039/501100011033).
Fuente de la imagen: fondos de la Biblioteca Nacional de España
Tecnología empleada: ArcGIS Pro (Esri)"
33cdffb2782d4723bc83841727c26289,08_Plano Villa y Corte Madrid 1800_Barrio de Santo Tomas_jpg,"Lámina 8. Barrio de Santo Tomás (Plano de la Villa y Corte de Madrid, 1800)","Georreferenciación del ""Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas […]"" publicado en 1800 (lámina 8). Fondos de la Biblioteca Nacional de España",Madrid; siglo XIX; cartografía histórica; WMTS; HGIS,"Servicio de mapa teselado de las 64 ilustraciones que componen la obra de Fausto Martínez de la Torre y Joseph Asensio Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas, que demuestran otros tantos barrios en que está dividida, con los nombres de todas sus plazuelas y calles, números de las manzanas, y casas que comprehenden cada uno, con otras curiosidades útiles á los naturales y forasteros, Madrid, 1800, Imprenta de Don Joseph Doblado.
Cada lámina representa las manzanas que componen el barrio correspondiente, señalando el número de cada una de ellas en grande. Las cifras de menor tamaño indican la numeración de las casas existentes en cada una de las manzanas.
La publicación incluye la descripción y limitación de cada barrio y cuartel, el callejero con el nombre de las calles, plazas y plazuelas, y una relación de edificios y lugares de interés de distinta naturaleza (parroquias, anexos, conventos, iglesias, ermitas, colegios, hospitales, consejos, establecimientos, etc.)

Acceso libre a la obra completa digitalizada (BNE): https://bdh-rd.bne.es/viewer.vm?id=0000001444","<a href=""https://creativecommons.org/licenses/by-sa/4.0/""><img alt=""Creative Commons License"" src=""https://i.creativecommons.org/l/by-sa/4.0/88x31.png"" style=""border-width:0;"" /></a><br />Este recurso está sujeto a <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">una licencia Creative Commons Atribución/Reconocimiento-CompartirIgual 4.0 Internacional</a>.","Autoría: Servicio WMTS creado por Álvaro Molina y Greta C. Vega en el marco del proyecto I+D+i CARCEM (PID2020-113380GB-I00 / AEI / 10.13039/501100011033).
Fuente de la imagen: fondos de la Biblioteca Nacional de España
Tecnología empleada: ArcGIS Pro (Esri)"
ae3c250d27be4dee8f0950c7149c3985,09_Plano Villa y Corte Madrid 1800_Barrio de la Puerta de Segovia_jpg,"Lámina 9. Barrio de la Puerta de Segovia (Plano de la Villa y Corte de Madrid, 1800)","Georreferenciación del ""Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas […]"" publicado en 1800 (lámina 9). Fondos de la Biblioteca Nacional de España",Madrid; siglo XIX; cartografía histórica; WMTS; HGIS,"Servicio de mapa teselado de las 64 ilustraciones que componen la obra de Fausto Martínez de la Torre y Joseph Asensio Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas, que demuestran otros tantos barrios en que está dividida, con los nombres de todas sus plazuelas y calles, números de las manzanas, y casas que comprehenden cada uno, con otras curiosidades útiles á los naturales y forasteros, Madrid, 1800, Imprenta de Don Joseph Doblado.
Cada lámina representa las manzanas que componen el barrio correspondiente, señalando el número de cada una de ellas en grande. Las cifras de menor tamaño indican la numeración de las casas existentes en cada una de las manzanas.
La publicación incluye la descripción y limitación de cada barrio y cuartel, el callejero con el nombre de las calles, plazas y plazuelas, y una relación de edificios y lugares de interés de distinta naturaleza (parroquias, anexos, conventos, iglesias, ermitas, colegios, hospitales, consejos, establecimientos, etc.)

Acceso libre a la obra completa digitalizada (BNE): https://bdh-rd.bne.es/viewer.vm?id=0000001444","<a href=""https://creativecommons.org/licenses/by-sa/4.0/""><img alt=""Creative Commons License"" src=""https://i.creativecommons.org/l/by-sa/4.0/88x31.png"" style=""border-width:0;"" /></a><br />Este recurso está sujeto a <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">una licencia Creative Commons Atribución/Reconocimiento-CompartirIgual 4.0 Internacional</a>.","Autoría: Servicio WMTS creado por Álvaro Molina y Greta C. Vega en el marco del proyecto I+D+i CARCEM (PID2020-113380GB-I00 / AEI / 10.13039/501100011033).
Fuente de la imagen: fondos de la Biblioteca Nacional de España
Tecnología empleada: ArcGIS Pro (Esri)"
53b7b78500b344c4a307fbda40afc372,10_Plano Villa y Corte Madrid 1800_Barrio del Sacramento_jpg,"Lámina 10. Barrio del Sacramento (Plano de la Villa y Corte de Madrid, 1800)","Georreferenciación del ""Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas […]"" publicado en 1800 (lámina 10). Fondos de la Biblioteca Nacional de España",Madrid; siglo XIX; cartografía histórica; WMTS; HGIS,"Servicio de mapa teselado de las 64 ilustraciones que componen la obra de Fausto Martínez de la Torre y Joseph Asensio Plano de la Villa y Corte de Madrid en sesenta y cuatro láminas, que demuestran otros tantos barrios en que está dividida, con los nombres de todas sus plazuelas y calles, números de las manzanas, y casas que comprehenden cada uno, con otras curiosidades útiles á los naturales y forasteros, Madrid, 1800, Imprenta de Don Joseph Doblado.
Cada lámina representa las manzanas que componen el barrio correspondiente, señalando el número de cada una de ellas en grande. Las cifras de menor tamaño indican la numeración de las casas existentes en cada una de las manzanas.
La publicación incluye la descripción y limitación de cada barrio y cuartel, el callejero con el nombre de las calles, plazas y plazuelas, y una relación de edificios y lugares de interés de distinta naturaleza (parroquias, anexos, conventos, iglesias, ermitas, colegios, hospitales, consejos, establecimientos, etc.)

Acceso libre a la obra completa digitalizada (BNE): https://bdh-rd.bne.es/viewer.vm?id=0000001444","<a href=""https://creativecommons.org/licenses/by-sa/4.0/""><img alt=""Creative Commons License"" src=""https://i.creativecommons.org/l/by-sa/4.0/88x31.png"" style=""border-width:0;"" /></a><br />Este recurso está sujeto a <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">una licencia Creative Commons Atribución/Reconocimiento-CompartirIgual 4.0 Internacional</a>.","Autoría: Servicio WMTS creado por Álvaro Molina y Greta C. Vega en el marco del proyecto I+D+i CARCEM (PID2020-113380GB-I00 / AEI / 10.13039/501100011033).
Fuente de la imagen: fondos de la Biblioteca Nacional de España
Tecnología empleada: ArcGIS Pro (Esri)"
